id,feedback,tag,label
495,qiymet taksi qiymetidi,,other
496,pedalda yüksək sürtünmə səsi var,,technical_support
497,Ön təkərin əyləc boltu yoxdu,Other,technical_support
498,bahadır,,other
499,"ужасно,на пол пути ехал с включенными тормозами,хотя я не зажимал.даже проверял чтобы не были зажаты.ехал от силы 12,если максимально утруждался и крутил педали.устал,болят ноги.проверьте неисправность устройства и надеюсь на компенсацию",,customer_support
500,oturacaq sinib,,technical_support
501,labubu,,other
502,Skorost islemir qirilib anbara getmelidi,Brakes,technical_support
503,oturacağ nasaz idi velasiped zəif gedirdi nəsə zəhmət olmasa bu prablemləri aradan qaldırın ona görə 1ulduz verdim parkingdədə 1velo qalmışdı məcbur bunu götürdüm,,technical_support
504,Don't work,Other,technical_support
505,"У этого ""электро-велоспиеда"" явно бустер отключен. Разгон и скорость хуже, чем у обычного вело, но усилия приходилось вкладывать в 2 раза больше. Хотя должно было быть наоборот.",,technical_support
506,Velosipet dayanmır,Other,customer_support
507,Arxa tormuz qırıq,Other,technical_support
508,əla . sol pedal tərs kimi idi,,technical_support
509,parking ərazisində park etmək olmur,,customer_support
510,pedal atırdı 3-cü sürətə keçəndə,,technical_support
511,Velo parking xonasındafır lakin söndürmək olmur error verir,Kickstand,customer_support
512,Всё прекрасно и дёшево 🇦🇿👋🤩✌️🇦🇿,,other
513,pedal simmetrik deyil,,technical_support
514,i like it,,other
515,pedala toxunan kimi mühərrik tam güclə işə düşür,Pedals,technical_support
516,suret tenzimleyici çarx islemirdi,,technical_support
517,vaxtımın bitməyi ilə bağlı xəbərdarlıq etməli idiz.,,other
518,rol əyridi,,technical_support
519,ilk defe suretlenende problem var,,technical_support
520,yaş idi,,other
521,Sep qiriq,Other,technical_support
522,velosped işləmir,,technical_support
523,əyləci çox zəif idi,,technical_support
524,suter islemir,,technical_support
525,cuzi eyrilik var rulda,,technical_support
526,rolunda əyrilik aşkar edildi sürmək təhlükəlidir!,,technical_support
527,"rolu boşdur, boltun biri yoxdur",,technical_support
528,bayraq meydanında parking yeri yoxdur,,other
529,"неудобно, 3 часа искал место для паркинга, далеко от того места где мне нужно",,other
530,Sol şatunun içi cırılıb,Pedals,technical_support
531,ebike did not turn on,,technical_support
532,"Hərəkətə başlayanda və dayanandan sonra motor səs edir, işə düşməkdə çətinlik çəkir.",Motor,technical_support
533,i could not ride because the weel did not move,,technical_support
534,velosipedlə bağlı bir problem yoxdu. sadəcə 8 noyabr prospektində olan parkimg sahəsində bardyurlar çox hündürdü. düzəliş olsa yaxşı olardı,,other
535,"Завершите поездку,мы когда включали он был в запретной зоне,мы не смогли и метр проехать,отключите его",Ignition,customer_support
536,sürətlər qutusu işləmir,,technical_support
537,"Pedal is damaged, should be repaired(left pedal)",Pedals,technical_support
538,проблемный велосипед. электричество не работало,,technical_support
539,işdemir,,technical_support
540,arxa tekerinde problem var,,technical_support
541,Çıxarmaq mümkün deyil,Other,customer_support
542,sürət ötürücünün üst qapağı yoxdur,Other,technical_support
543,ya,,other
544,Rul əyilib \nSiqnal sıxılıb \nRulavoy dağılıb\nSol pedal əyridir \nArxa tormuzdan səs gəlir,Other,technical_support
545,Velosiped də problem var deyəsən,,technical_support
546,taksi ucuzuymuş,,other
547,Balans qutarib deye kilide dusub parkingden qiraqda sonladira bilmirem indi,Kickstand,customer_support
548,broken seat fixator,,technical_support
549,2,,other
550,ручка смены передач не фиксируется.Пришлось держать самомстоятельно всю дорогу,,technical_support
551,"sepi yerinde deyildi, ne zeif is gorursuz",,technical_support
552,Oturacaq narahatdır (yalnız bu e-veloda),,technical_support
553,ulduza parking gəlsin 😔,,other
554,Sükan əyridir yıxıldım saxladım yolda sürmək olmur,Handlebar,customer_support
555,have a problem,,customer_support
556,srorost kecmir Temire ehtyaci var,,technical_support
557,Pedalda səs və titrəmə var,,technical_support
558,rulda problem,,technical_support
559,əyləci çox zəifdi,,technical_support
560,velosiped sonlandırılmır!,,customer_support
561,Anbara getməlidir,Vandalism,technical_support
562,şarj,,technical_support
563,ocen bezobrazno slomano grazniy,,technical_support
564,"Дисплей глючил. То работал, то не работал",,technical_support
565,Kilid problemlidir. Bağlanmır açılmır,Other,technical_support
566,мотор не работает,,technical_support
567,Rulu eyilib arxa tormuz sixildigca bosalir trosda problem var,Vandalism,technical_support
568,cox baxaydı,,other
569,relib,,other
570,parkinq,,other
571,I was detected out of zone when I was actually on the track,,customer_support
572,"Salam , velosiped enerjini isletmir. Cox agir gedir ve yerinnen terpedmek cox cetindir. Zehmet olmasa gedisi bitirin",Motor,customer_support
573,Təkərində problem var. Elə bil at çaparaq gedirəm,,technical_support
574,abunəlik olanda niyə pul çıxır?,,customer_support
575,Şatun dəyişilməlidir \nPedal qırlq,Other,technical_support
576,it doesn't work...,,technical_support
577,Velosiped islemir agir gedir,Gears/transmission,technical_support
578,dayanandan sonra birinci qaz verəndə içində nəsə ilişir tır tır eləyir,,technical_support
579,"Зажигание слабое, скрипит сильно",,technical_support
580,Can’t end the ride after I parked it . Says that phone is too far form the bike.,Other,customer_support
581,bu velosibetde tornoz basılı qalıb,,technical_support
582,kartda pul bitdi qalirsan yolda kredit balans yada minimum 5 manat olmamalidir,,customer_support
583,المكابح الخلفي لا يعمل,,technical_support
584,отличнооо,,other
585,Задний тормоз шумит,,technical_support
586,sistemdə kilid bağlı göstərir lock işləmir,Other,technical_support
587,eladi 28 de saxladim,,other
588,sol pedalda boşluq var,,technical_support
589,Balansda vəsait var. Velosiped daayandı,Rear wheel,customer_support
590,pis xoddanmadi,,technical_support
591,Arxa əyləc qopub. Mator yerindən oynuyub,Other,technical_support
592,не поворачивается,Handlebar,technical_support
593,krilo,Rear wheel,technical_support
594,"İlk cəhddən velo açılmır, pause edib yenidən qoşuram ki açılsın",,technical_support
595,Velosiped kilidlənib açilmir,Brakes,technical_support
596,berbad ustu,,other
597,isdemir budaaaaa,,customer_support
598,ishlemir!!!,,technical_support
599,Ге закрываеться,Other,customer_support
600,Sepi sürtür güclü səs verir,,technical_support
601,oturma yeri hündürlüyü tənzimlənmir,,technical_support
602,yük yeri qırılıb səs edir,,technical_support
603,Arxa barabandan səs gəlir,Rear wheel,technical_support
604,Vilka eyilib krlo qirilib rejim,Other,technical_support
605,rol tutacaglari yoxdur,Other,technical_support
606,Suret oturucusunun trosu qiriq anbara,Other,technical_support
607,до сих пор не могу понять так много списали с меня если цена была 3.45 а сняли больше 4,,customer_support
608,çox gozəl,,other
609,велик был сломан верните пожалуйста  деньги,,customer_support
610,velisopedin kilidi yoxdur və mən kilid axdarıram,,technical_support
611,"Свет не работает, корзина треснутая",Lights,technical_support
612,tormuzdar işləmir,,technical_support
613,bu elektrikli velosipedlere bir baxın da çoxusu  pis gündedir,,technical_support
614,"самокат не ехал нормально, трясся и в конце перестал ехать",,customer_support
615,ofuracaq islemir,,technical_support
616,çox gözlə hissdi,,other
617,Accelerator spring damaged,,technical_support
618,"я теперь понял причину и разницу оранжевых велосипедов, дороговато за минуту",,other
619,arxa tormoz yaxşı işləmirdi,,technical_support
620,"Səbət qırılıb, ön tərəfdən. Kirayədən öncə elə idi.",Lose/worn parts,technical_support
621,bike isn't working,,technical_support
622,very bad condition,,technical_support
623,want parking closer to my destination,,other
624,Он не едет ьреюую что вы включили его,Other,customer_support
625,sep chixib,,technical_support
626,RUl cox berk,Other,technical_support
627,Elekteik mühərriki işləmirdi. Sürərkən əziyyət çəkdim.,,technical_support
628,Kilid əyilib,Other,technical_support
629,shift is a litlle bit tough,,technical_support
630,firlanmır zəncir.,,technical_support
631,"velosiped narahatdır, sürüşkəndir",,technical_support
632,ужасно и дорого,,other
633,parking 👎🏼,,other
634,çox qeşengdi,,other
635,нет парковки,,other
636,çox da yaxşl deyildi,,other
637,Pedals don’t turn,Pedals,technical_support
638,"bele gozel startuplari seherimizde gormek bizi cox xosbext edir, hersey yaxsi idi. Oturacaqlarin konforunu yaxsilasdirsaniz daha ela olar.",,other
639,velosipedin oturacağında və skorsnda problem var,,technical_support
640,Перестал работать тормоз,Motor,technical_support
641,Demişdilerki burda saxlamaqa yer var,Other,other
642,Kilid sistemi problemli,,technical_support
643,Skuter ekranda altiv gedis gosterir telefonda aktiv gedis tegdim olunur lakin skuter yanmir.,Other,technical_support
644,Doesnt get locked,Other,customer_support
645,"Скорость ускоряется и когда понижается, нужно ждать очень сильно. Верните деньги пожалуйста",Other,customer_support
646,çox narahat şəhərdi,,other
647,sabahınız xeyir təşəkkürlər,,other
648,Salamm velasipedinn  zarydkasi bitib  men de oark yerinden  kenardayam   Nece   Edim  men   Komeklik  gozterin  sonra balansimdan pul  cixilma  hali  olmasin,Other,customer_support
649,"it has problem, I should change my bicycle...",,technical_support
650,pedal islemirdi bos bosuna odenis tutdu,,customer_support
651,Расшатанный корпус,,technical_support
652,pedal boşda fırlanır,,technical_support
653,едет ужасно медленно сам по себе тормозит,,technical_support
654,yaxşi,,other
655,Qabaqda olan çantası götüren zaman çirkli idi,,technical_support
656,"Velo xarabdi, lock ve tormoz islemir",,technical_support
657,berbad,,other
658,Getmir bu,Electrical system,technical_support
659,tormozu çox zəifdi,,technical_support
660,я же с подпиской,,other
661,"Переднее колесо, как будто развал нарушен. И велосипед скрипит во время езды так, что даже сигналить не надо",Front wheel,technical_support
662,Cant lock,Other,customer_support
663,"yolun çox hissəsini əlimlə gətirmişəm, nəsə problemi var yalan yerə 3 manat pulumu tutduz",,customer_support
664,сиденье шатается,,technical_support
665,"Şatun sarvatdı,pedal yoxdur",Pedals,technical_support
666,педали стало сложно тянуть и не едет,Other,technical_support
667,velosiped çox səs edir,,technical_support
668,"5 минут не могла остановить поездку, несмотря на то, что была на парковке.",,customer_support
